DataOwnerCode|OperationDate|LinePlanningNumber|JourneyNumber|FortifyOrderNumber|UserStopOrderNumber|UserStopCode|LocalServiceLevelCode|JourneyPatternCode|LineDirection|LastUpdateTimeStamp|DestinationCode|IsTimingStop|ExpectedArrivalTime|ExpectedDepartureTime|TripStopStatus|MessageContent|MessageType|SideCode|NumberOfCoaches|WheelChairAccessible|OperatorCode|ReasonType|SubReasonType|ReasonContent|AdviceType|SubAdviceType|AdviceContent|TimingPointDataOwnerCode|TimingPointCode|JourneyStopType|TargetArrivalTime|TargetDepartureTime|RecordedArrivalTime|RecordedDepartureTime|DetectedUserStopCode|DistanceSinceDetectedUserStop|Detected_RD_X|Detected_RD_Y|VehicleNumber|BlockCode|LineVeTagNumber|VejoJourneyNumber|VehicleJourneyType|VejoBlockNumCode|JourneyModificationType|VejoDepartureTime|VejoArrivalTime|VejoTripStatusType|ExtraJourney|CancelledJourney|ShowCancelledTrip|ShowFlexibleTrip|Monitored|MonitoringError|ExtraCall|CancelledCall|ShowCancelledStop|AimedQuayRef|ExpectedQuayRef|ActualQuayRef|Occupancy|LineDestIcon|LineDestColor|LineDestTextColor
QBUZZ|2023-05-04|d027|8480|0|5|17260090|8751121|338221|2|2023-05-04T23:12:46+02:00|763|1|23:19:01|23:19:01|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17260090|INTERMEDIATE|23:16:00|23:17:00|\0|\0|17260090|5148|\0|\0|7903|401910|27|8480|PUJO|\0|NONE|23:05:00|23:54:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8480|0|7|17260330|8751121|338221|2|2023-05-04T23:12:46+02:00|763|0|23:19:55|23:19:55|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17260330|INTERMEDIATE|23:18:00|23:18:00|\0|\0|17260330|321|\0|\0|7903|401910|27|8480|PUJO|\0|NONE|23:05:00|23:54:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8480|0|8|17260350|8751121|338221|2|2023-05-04T23:12:46+02:00|763|0|23:20:49|23:20:49|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17260350|INTERMEDIATE|23:19:00|23:19:00|\0|\0|17260350|375|\0|\0|7903|401910|27|8480|PUJO|\0|NONE|23:05:00|23:54:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8480|0|10|17270020|8751121|338221|2|2023-05-04T23:12:46+02:00|763|0|23:22:37|23:22:37|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17270020|INTERMEDIATE|23:21:00|23:21:00|\0|\0|17270020|1096|\0|\0|7903|401910|27|8480|PUJO|\0|NONE|23:05:00|23:54:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8480|0|12|17270180|8751121|338221|2|2023-05-04T23:12:46+02:00|763|0|23:23:31|23:23:31|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17270180|INTERMEDIATE|23:22:00|23:22:00|\0|\0|17270180|611|\0|\0|7903|401910|27|8480|PUJO|\0|NONE|23:05:00|23:54:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8480|0|13|17280140|8751121|338221|2|2023-05-04T23:12:46+02:00|763|0|23:24:25|23:24:25|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17280140|INTERMEDIATE|23:23:00|23:23:00|\0|\0|17280140|595|\0|\0|7903|401910|27|8480|PUJO|\0|NONE|23:05:00|23:54:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8480|0|17|17290260|8751121|338221|2|2023-05-04T23:12:46+02:00|763|0|23:28:55|23:28:55|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17290260|INTERMEDIATE|23:28:00|23:28:00|\0|\0|17290260|1450|\0|\0|7903|401910|27|8480|PUJO|\0|NONE|23:05:00|23:54:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8480|0|19|17290440|8751121|338221|2|2023-05-04T23:12:46+02:00|763|0|23:29:49|23:29:49|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17290440|INTERMEDIATE|23:29:00|23:29:00|\0|\0|17290440|276|\0|\0|7903|401910|27|8480|PUJO|\0|NONE|23:05:00|23:54:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8480|0|27|17300020|8751121|338221|2|2023-05-04T23:12:46+02:00|763|0|23:35:13|23:35:13|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17300020|INTERMEDIATE|23:35:00|23:35:00|\0|\0|17300020|327|\0|\0|7903|401910|27|8480|PUJO|\0|NONE|23:05:00|23:54:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8480|0|26|17300080|8751121|338221|2|2023-05-04T23:12:46+02:00|763|0|23:35:13|23:35:13|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17300080|INTERMEDIATE|23:35:00|23:35:00|\0|\0|17300080|786|\0|\0|7903|401910|27|8480|PUJO|\0|NONE|23:05:00|23:54:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8480|0|28|17300510|8751121|338221|2|2023-05-04T23:12:46+02:00|763|0|23:36:07|23:36:07|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17300510|INTERMEDIATE|23:36:00|23:36:00|\0|\0|17300510|1041|\0|\0|7903|401910|27|8480|PUJO|\0|NONE|23:05:00|23:54:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8480|0|30|17310060|8751121|338221|2|2023-05-04T23:12:46+02:00|763|0|23:38:00|23:38:00|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17310060|INTERMEDIATE|23:38:00|23:38:00|\0|\0|17310060|1078|\0|\0|7903|401910|27|8480|PUJO|\0|NONE|23:05:00|23:54:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8480|0|4|18260510|8751121|338221|2|2023-05-04T23:12:46+02:00|613|0|23:14:31|23:14:31|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|18260510|INTERMEDIATE|23:11:00|23:11:00|\0|\0|18260510|6589|\0|\0|7903|401910|27|8480|PUJO|\0|NONE|23:05:00|23:54:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8480|0|11|17271160|8751121|338221|2|2023-05-04T23:12:46+02:00|763|0|23:23:31|23:23:31|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17271160|INTERMEDIATE|23:22:00|23:22:00|\0|\0|17271160|544|\0|\0|7903|401910|27|8480|PUJO|\0|NONE|23:05:00|23:54:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|g065|8114|0|43|10301420|8751620|338239|2|2023-05-04T23:12:46+02:00|586|0|23:12:18|23:12:23|PASSED|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|10301420|INTERMEDIATE|23:08:00|23:08:00|23:12:23|23:12:46|10301420|1311|218058|597419|7319|455613|65|8114|PUJO|\0|NONE|22:11:00|23:15:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|g065|8114|0|46|10310420|8751620|338239|2|2023-05-04T23:12:46+02:00|586|0|23:18:31|23:18:31|CANCEL|\0|\0|-|1|UNKNOWN|\0|\0|\0||\0|\0||ALGEMEEN|10310420|INTERMEDIATE|23:14:00|23:14:00|\0|\0|10310420|696|\0|\0|7319|455613|65|8114|PUJO|\0|NONE|22:11:00|23:15:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|g065|8114|0|45|10310540|8751620|338239|2|2023-05-04T23:12:46+02:00|586|0|23:17:37|23:17:37|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|10310540|INTERMEDIATE|23:13:00|23:13:00|\0|\0|10310540|1458|\0|\0|7319|455613|65|8114|PUJO|\0|NONE|22:11:00|23:15:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|g065|8114|0|47|10310620|8751620|338239|2|2023-05-04T23:12:46+02:00|586|0|23:19:25|23:19:25|CANCEL|\0|\0|-|1|UNKNOWN|\0|\0|\0||\0|\0||ALGEMEEN|10310620|INTERMEDIATE|23:15:00|23:15:00|\0|\0|10310620|342|\0|\0|7319|455613|65|8114|PUJO|\0|NONE|22:11:00|23:15:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|g074|8073|0|51|12700080|8751706|341759|1|2023-05-04T23:12:46+02:00|12|0|23:15:00|23:15:00|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|12700080|INTERMEDIATE|23:15:00|23:15:00|\0|\0|12700080|513|\0|\0|7323|305313|74|8073|PUJO|\0|NONE|22:35:00|23:20:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|g074|8073|0|50|12700100|8751706|341759|1|2023-05-04T23:12:46+02:00|12|0|23:15:00|23:15:00|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|12700100|INTERMEDIATE|23:15:00|23:15:00|\0|\0|12700100|327|\0|\0|7323|305313|74|8073|PUJO|\0|NONE|22:35:00|23:20:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|g074|8073|0|48|12700120|8751706|341759|1|2023-05-04T23:12:46+02:00|12|0|23:12:54|23:12:54|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|12700120|INTERMEDIATE|23:13:00|23:13:00|\0|\0|12700120|738|\0|\0|7323|305313|74|8073|PUJO|\0|NONE|22:35:00|23:20:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|g074|8073|0|49|12701290|8751706|341759|1|2023-05-04T23:12:46+02:00|12|0|23:14:00|23:14:00|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|12701290|INTERMEDIATE|23:14:00|23:14:00|\0|\0|12701290|461|\0|\0|7323|305313|74|8073|PUJO|\0|NONE|22:35:00|23:20:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|g557|1126|0|5|10003420|8752227|339869|2|2023-05-04T23:12:46+02:00|115|0|23:11:37|23:11:37|PASSED|\0|\0|B|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|10003420|INTERMEDIATE|23:12:00|23:12:00|\0|23:11:49|10003420|804|232667|581545|7011|645164|7|1126|PUJO|\0|NONE|23:06:00|23:24:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|FF0000|FFFFFF
QBUZZ|2023-05-04|d027|8473|0|43|18000520|8751121|338222|1|2023-05-04T23:12:47+02:00|282|0|23:26:17|23:26:17|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|18000520|INTERMEDIATE|23:21:00|23:21:00|\0|\0|18000520|6389|\0|\0|7920|401914|27|8473|PUJO|\0|NONE|22:37:00|23:26:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8473|0|40|17260300|8751121|338222|1|2023-05-04T23:12:47+02:00|282|0|23:16:23|23:16:23|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17260300|INTERMEDIATE|23:09:00|23:09:00|\0|\0|17260300|301|\0|\0|7920|401914|27|8473|PUJO|\0|NONE|22:37:00|23:26:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|d027|8473|0|36|17270010|8751121|338222|1|2023-05-04T23:12:47+02:00|282|0|23:13:41|23:13:41|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|17270010|INTERMEDIATE|23:06:00|23:06:00|\0|\0|17270010|539|\0|\0|7920|401914|27|8473|PUJO|\0|NONE|22:37:00|23:26:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
QBUZZ|2023-05-04|g014|471|0|41|13323410|8751404|357980|1|2023-05-04T23:12:47+02:00|1555|0|23:18:11|23:18:11|DRIVING|\0|\0|-|1|UNKNOWN|\0|\0|\0|\0|\0|\0|\0|ALGEMEEN|13323410|INTERMEDIATE|23:18:00|23:18:00|\0|\0|13323410|1438|\0|\0|7902|401916|14|471|PUJO|\0|NONE|22:37:00|23:25:00|\0|0|0|TRUE|FALSE|1|0|0|0|1|\0|\0|\0|\0|\0|\0|\0
